file	type	status	implementer	reviewer1	reviewer2	fixer	translated
src/test/java/com/redhat/coolstore/model/OrderTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/model/ProductTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/model/PromotionTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/model/ShoppingCartItemTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/model/ShoppingCartTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/rest/CartEndpointTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/rest/OrderEndpointTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/rest/ProductEndpointTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/CatalogServiceTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/OrderServiceMDBTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/OrderServiceTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/ProductServiceTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/PromoServiceTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/ShippingServiceTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/ShoppingCartOrderProcessorTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/service/ShoppingCartServiceTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/utils/ProducersTest.java	Test	TODO	TBD	TBD	TBD	TBD
src/test/java/com/redhat/coolstore/utils/TransformersTest.java	Test	TODO	TBD	TBD	TBD	TBD
pom.xml	Config	TODO	TBD	TBD	TBD	TBD
src/main/resources/application.properties	Config	TODO	TBD	TBD	TBD	TBD
src/main/webapp/WEB-INF/web.xml	Config	DELETE	N/A	N/A	N/A	N/A	YES
src/main/resources/META-INF/persistence.xml	Config	DELETE	N/A	N/A	N/A	N/A	YES
